name;L*-energy;L*-dipole_moment;L*-homo_lumo_gap;L*-metal_bound_homo_energy;L*-metal_bound_homo_s;L*-metal_bound_homo_p;L*-metal_bound_homo_d;L*-metal_bound_homo_f;L*-metal_bound_lumo_energy;L*-metal_bound_lumo_s;L*-metal_bound_lumo_p;L*-metal_bound_lumo_d;L*-metal_bound_lumo_f;L_free-energy;L_free-dipole_moment;L_free-homo_lumo_gap;L_free-metal_bound_homo_energy;L_free-metal_bound_homo_s;L_free-metal_bound_homo_p;L_free-metal_bound_homo_d;L_free-metal_bound_homo_f;L_free-metal_bound_lumo_energy;L_free-metal_bound_lumo_s;L_free-metal_bound_lumo_p;L_free-metal_bound_lumo_d;L_free-metal_bound_lumo_f;L_free-polarisability;L_free-molar_volume;L_free-largest_frequency;L_free-I1/I3;L_free-I2/I3
ligand75-0;-686.441993587;1.6234;0.279;-0.25;0.2632014909919238;0.7167115344791882;0.0200869745288879;0.0;0.029;0.0597916666666666;0.8829166666666666;0.0572916666666666;0.0;-686.440549554;1.5437;0.283;-0.264;0.2562950579876711;0.72406227144499;0.0196426705673388;0.0;0.019;0.0048268625393494;0.9266526757607556;0.068520461699895;0.0;67.27;974.062;3076.6566;0.5819212371084984;0.6343364330340591
ligand76-0;-304.554182197;2.4166;0.243;-0.218;0.4212648556876061;0.5787351443123939;0.0;0.0;0.045;0.0866288074341765;0.8921011874032009;0.0212700051626226;0.0;-304.554599292;2.4722;0.25;-0.226;0.4322266864030451;0.5677733135969549;0.0;0.0;0.042;0.0826829782746255;0.9173170217253744;0.0;0.0;67.87;1126.414;3204.2334;0.2376186563105244;0.7836304004954096
ligand77-0;-1791.33297683;4.8284;0.179;-0.042;0.0311440677966101;0.9688559322033898;0.0;0.0;0.137;0.9206577595066804;0.0793422404933196;0.0;0.0;-1791.34798762;4.1957;0.196;-0.071;0.0157758173326414;0.9700051894135964;0.0142189932537623;0.0;0.125;0.0236563828627493;0.897198299356808;0.0791453177804425;0.0;204.84;2768.15;3211.331;0.5675195529350218;0.7729849843726324
ligand78-0;-624.44555477;13.4277;0.113;-0.058;0.0;0.9760466988727858;0.0239533011272141;0.0;0.055;0.0;0.9456846003497584;0.0543153996502417;0.0;-624.449607972;12.6027;0.128;-0.074;0.0;0.9760157138426548;0.0239842861573451;0.0;0.054;0.0;0.9466502513593926;0.0533497486406073;0.0;105.84;1351.235;3635.3724;0.2479696642940664;0.7772101913500837
ligand79-0;-623.777836849;9.428;0.165;0.062;0.0183793663688058;0.9643582453290008;0.0172623883021933;0.0;0.227;0.0;0.937138130686518;0.0628618693134822;0.0;-623.792721753;7.9034;0.184;0.043;0.0;0.9780309194467048;0.0219690805532953;0.0;0.227;0.0;0.9396953683556108;0.0603046316443891;0.0;94.64;1352.823;3112.2121;0.2386210543241024;0.7613790187598489
ligand80-0;-578.147319582;0.7785;0.131;-0.121;0.0;0.9261477045908184;0.0738522954091816;0.0;0.01;0.0;0.9437055366532632;0.0562944633467367;0.0;-578.148356447;0.4702;0.132;-0.122;0.0;0.925877893056664;0.0741221069433359;0.0;0.01;0.0;0.9434253915910964;0.0565746084089035;0.0;123.87;1301.896;2273.5801;0.4277075736265099;0.5722924287842724
ligand81-0;-1607.55103174;2.9099;0.114;-0.166;0.4281534460338101;0.5718465539661898;0.0;0.0;0.025;0.0320996116061229;0.9350011423349324;0.0328992460589444;0.0;-1607.57534811;4.2397;0.1689999999999999;-0.218;0.1182979694273328;0.8817020305726672;0.0;0.0;0.022;0.1986674742580254;0.7890975166565718;0.0122350090854027;0.0;416.34;3946.796;3222.9776;;
ligand82-0;-776.381257719;7.8236;0.156;0.122;0.0;0.9878136941030672;0.0121863058969327;0.0;0.278;0.0;0.9456363257654656;0.0543636742345344;0.0;-776.38414874;7.5395;0.158;0.12;0.0;0.9881889763779528;0.0118110236220472;0.0;0.278;0.0;0.9571608567828644;0.0428391432171356;0.0;123.22;1341.263;3058.6389;0.3888648762050496;0.611135143697561
ligand83-0;-1647.59863144;2.2064;0.17;-0.203;0.1572506861848124;0.8427493138151876;0.0;0.0;-0.033;0.0;0.9311391223155928;0.068860877684407;0.0;-1647.61460929;2.6683;0.196;-0.23;0.0776588476429059;0.922341152357094;0.0;0.0;-0.034;-0.0134151887221464;0.9463392451114142;0.0670759436107321;0.0;317.64;3099.533;3135.3862;;
ligand84-0;-957.595700633;3.0271;0.173;-0.257;0.227863707688859;0.760367630576104;0.0117686617350369;0.0;-0.084;0.0;0.9442520025979648;0.055747997402035;0.0;-957.609204738;3.3965;0.191;-0.266;0.1790077552321257;0.7782853500478062;0.0427068947200679;0.0;-0.075;0.0106439595529536;0.9302820649281532;0.059073975518893;0.0;199.94;2332.146;3113.0864;;
ligand85-0;-380.921910198;2.8129;0.242;-0.251;0.157074589653023;0.8183045917307293;0.0246208186162476;0.0;-0.009;0.1150636344669309;0.8240141873565616;0.0609221781765074;0.0;-380.929856275;3.049;0.255;-0.261;0.0334261838440111;0.9452539104349688;0.0213199057210199;0.0;-0.006;0.1093700704595646;0.8321590072562836;0.0584709222841518;0.0;78.77;1286.478;3425.894;0.2022401395871391;0.8149461427635548
ligand86-1;-3491.52694848;11.1978;0.0739999999999999;-0.21;0.0;1.0;0.0;0.0;-0.136;0.0;1.0;0.0;0.0;-3491.53456214;9.8909;0.0779999999999999;-0.209;0.0;1.0;0.0;0.0;-0.131;0.0;1.0;0.0;0.0;301.81;2236.082;3074.3771;;
ligand88-0;-997.750094882;2.2079;0.1699999999999999;-0.209;0.0329901731399157;0.9670098268600842;0.0;0.0;-0.039;0.0017681511769256;0.9539175599513756;0.0443142888716985;0.0;-997.752947043;1.9792;0.183;-0.22;0.0652972228597659;0.9347027771402342;0.0;0.0;-0.037;0.0102702702702702;0.9402162162162162;0.0495135135135135;0.0;183.51;1629.285;3134.666;0.3296677688778472;0.9735576226660768
ligand89-0;-597.333365216;4.3963;0.092;0.012;0.2442715997477401;0.7212528904771915;0.0344755097750683;0.0;0.104;0.0;0.9474520605996398;0.0525479394003602;0.0;-597.342199489;5.0568;0.112;-0.012;0.2553035076664566;0.7101449275362318;0.0345515647973114;0.0;0.1;0.00282722513089;0.94565445026178;0.0515183246073298;0.0;182.13;2266.268;3109.0768;0.3862100361176157;0.7774412966454594
ligand90-0;-344.971835838;4.9493;0.194;-0.036;0.0;0.9526194948862452;0.0473805051137549;0.0;0.158;0.1474038559624604;0.7797612975619709;0.0728348464755686;0.0;-344.9742436;4.8777;0.196;-0.038;0.0;0.9532440782698248;0.046755921730175;0.0;0.158;0.1324773259961275;0.7971058799551615;0.0704167940487108;0.0;73.11;1212.873;3067.4665;0.2267557592026382;0.7889347291945079
ligand91-0;-248.081616183;2.2233;0.239;-0.273;0.1833212772553477;0.7910509455409734;0.0256277772036788;0.0;-0.034;0.0;0.9302750431340708;0.0697249568659291;0.0;-248.081559132;2.227;0.241;-0.274;0.1874224244931733;0.7867190732312783;0.0258585022755482;0.0;-0.033;0.0;0.9304497918570414;0.0695502081429586;0.0;54.86;728.188;3136.116;0.4903069475522326;0.5096930524477673
ligand92-0;-572.267891248;3.8926;0.108;-0.227;0.0269164513350559;0.973083548664944;0.0;0.0;-0.119;0.0;0.9671366479380896;0.0328633520619103;0.0;-572.283639052;3.6691;0.114;-0.227;0.0135930643262335;0.9864069356737664;0.0;0.0;-0.113;0.0;0.9680457094487356;0.0319542905512644;0.0;172.15;1674.869;3330.692;0.1998775286117857;0.8862370221018586
ligand93-0;-327.818826666;4.4029;0.335;-0.312;0.5721460709427644;0.4278539290572355;0.0;0.0;0.023;0.66185394433982;0.30215526260724;0.0359907930529399;0.0;-327.818134151;4.3451;0.337;-0.315;0.5557729941291586;0.4442270058708414;0.0;0.0;0.022;0.4980819077242094;0.4596163815448418;0.0423017107309486;0.0;80.55;1038.32;3041.6831;0.2752490918212368;0.7998259608763111
ligand94-0;-1054.32547739;5.2769;0.053;-0.019;0.2920013202772582;0.6707008471779073;0.0372978325448344;0.0;0.034;0.0201342281879194;0.9798657718120806;0.0;0.0;-1054.34240542;5.4775;0.082;-0.042;0.133483676975945;0.8318298969072165;0.0346864261168384;0.0;0.04;0.0180848597264085;0.9819151402735916;0.0;0.0;390.71;3114.586;3129.8874;;
ligand95-0;-1090.93043268;2.3518;0.174;-0.209;0.1211453744493392;0.8788546255506609;0.0;0.0;-0.035;0.0;0.9293215710985088;0.0706784289014912;0.0;-1090.94105311;0.8997;0.196;-0.23;0.0914323666150099;0.90856763338499;0.0;0.0;-0.034;0.0;0.9342495876855416;0.0657504123144585;0.0;229.73;2503.174;3138.6392;;
ligand96-0;-919.221365344;1.1022;0.198;-0.231;0.0902430902430902;0.8952158952158952;0.0145410145410145;0.0;-0.033;0.0132752992383025;0.8947769314472253;0.0919477693144722;0.0;-919.221157712;1.1615;0.2019999999999999;-0.235;0.0890227576974564;0.8975903614457832;0.0133868808567603;0.0;-0.033;0.0;0.8991082538365823;0.1008917461634176;0.0;168.2;2108.703;3139.0416;0.4026432155747718;0.7798971394525378
ligand97-0;-4291.01935637;13.7148;0.089;0.064;0.0;0.9736757624398076;0.0263242375601926;0.0;0.153;0.0;0.9289727552210326;0.0710272447789674;0.0;-4291.05096552;14.7258;0.099;0.056;0.0;0.9745590593265632;0.0254409406734366;0.0;0.155;0.0;0.9309610057532496;0.0690389942467504;0.0;357.25;3096.848;3114.3922;;
ligand98-0;-154.923020981;1.6667;0.3249999999999999;-0.288;0.1118527508090614;0.8718648867313915;0.0162823624595469;0.0;0.037;0.893548721134928;0.1064512788650719;0.0;0.0;-154.923089234;1.6762;0.3259999999999999;-0.289;0.1325838144434316;0.84979236301023;0.0176238225463385;0.0;0.037;0.8907980540316737;0.1092019459683262;0.0;0.0;28.47;467.292;3696.7671;0.236906105188866;0.8843376912320065
ligand99-0;-1502.63400516;0.5981;0.184;-0.201;0.1346514967414117;0.8653485032585883;0.0;0.0;-0.017;0.0026675558519506;0.9021896187618096;0.0951428253862398;0.0;-1502.63797064;0.8361;0.193;-0.213;0.0944288126055149;0.9055711873944852;0.0;0.0;-0.02;0.0;0.9425656310902212;0.0574343689097787;0.0;321.17;3354.028;3158.5111;;
ligand100-0;-761.614856301;1.0645;0.208;-0.247;0.0;1.0;0.0;0.0;-0.039;0.0428556386227229;0.9086027166473624;0.0485416447299147;0.0;-761.616420657;1.0033;0.21;-0.249;0.0;1.0;0.0;0.0;-0.039;0.0417935524519584;0.9138926808778748;0.0443137666701669;0.0;108.98;1219.797;3145.0067;0.2430858447837233;0.7612967612847531
ligand101-0;-552.586502801;6.4731;0.153;-0.034;0.0;0.9658245099066988;0.0341754900933011;0.0;0.119;0.0404018811457888;0.929563916203506;0.0300342026507054;0.0;-552.590505521;5.9718;0.154;-0.035;0.0;0.9554568003307152;0.0445431996692848;0.0;0.119;0.0401323513715444;0.9296616501227452;0.0302059985057103;0.0;126.41;1413.547;3111.681;0.243953192317194;0.763393876706653
ligand102-0;-688.660346538;10.1564;0.145;-0.028;0.0;0.9666840731070496;0.0333159268929503;0.0;0.117;0.2521806337639394;0.7362261234404329;0.0115932427956276;0.0;-688.668920643;10.0275;0.147;-0.03;0.0;0.9565038136466708;0.0434961863533292;0.0;0.117;0.3942541436464088;0.5921546961325967;0.0135911602209944;0.0;185.76;2148.909;3557.6136;0.272959654576065;0.8005365363289059
ligand103-0;-205.017873612;0.227;0.206;0.015;0.1936806319368063;0.7925207479252074;0.0137986201379862;0.0;0.221;0.0;1.0;0.0;0.0;-205.0170283;0.2876;0.205;0.008;0.1800819918008199;0.805919408059194;0.013998600139986;0.0;0.213;0.0;1.0;0.0;0.0;13.34;408.146;1337.6716;0.1055804053975171;0.894419661697727
ligand104-0;-536.626916737;1.4041;0.224;-0.19;0.1944175018859791;0.7778855480116391;0.0276969501023817;0.0;0.034;0.9767366720516965;0.0232633279483037;0.0;0.0;-536.661216162;2.2235;0.235;-0.209;0.0923831875400042;0.868465969703435;0.0391508427565606;0.0;0.026;0.9585850818411512;0.0414149181588487;0.0;0.0;126.45;1842.897;3494.8013;0.4388562736938162;0.7571208113940893
ligand105-0;-573.537784565;2.3215;0.177;-0.212;0.0496146943945951;0.9246278897920406;0.0257574158133642;0.0;-0.035;0.0155927302767451;0.9139818256918628;0.0704254440313919;0.0;-573.545710217;2.6956;0.1699999999999999;-0.209;0.0;0.983979947689625;0.0160200523103748;0.0;-0.039;0.0131359466221851;0.9178482068390325;0.0690158465387823;0.0;140.44;1644.613;3508.934;0.2795352942792841;0.9603191004603304
ligand106-0;-1049.91196257;7.0638;0.1089999999999999;0.196;-0.011533171093006;0.9887842556343244;0.0227489154586816;0.0;0.305;0.0;0.9677672076105204;0.0322327923894795;0.0;-1050.01663016;4.1508;0.1259999999999999;0.162;0.0;0.9847515461718916;0.0152484538281083;0.0;0.288;0.0;0.9696238622655992;0.0303761377344007;0.0;283.49;2089.152;3103.2075;;
ligand107-0;-232.271066624;1.8132;0.301;-0.259;0.2392290249433107;0.7228406514120801;0.0379303236446093;0.0;0.042;0.9185958867233768;0.0475934101432109;0.0338107031334122;0.0;-232.271403295;1.7778;0.301;-0.259;0.2582781456953642;0.7029180463576159;0.0388038079470198;0.0;0.042;0.9215454154111062;0.0450925527335342;0.0333620318553594;0.0;46.79;757.341;3060.6589;0.5659260760158485;0.57449821469243
ligand108-0;-809.234182035;3.8436;0.195;-0.246;0.0;1.0;0.0;0.0;-0.051;0.0;0.9773005452320018;0.0226994547679982;0.0;-809.235799531;4.0261;0.199;-0.248;0.0;1.0;0.0;0.0;-0.049;0.0;0.9770652415942996;0.0229347584057002;0.0;223.19;2590.203;3148.9586;;
ligand109-0;-527.568667653;7.9541;0.091;0.019;0.2634171369933299;0.7046690610569524;0.0319138019497178;0.0;0.11;0.0778185631882538;0.8940744625065548;0.0281069743051914;0.0;-527.582840371;8.9197;0.103;0.001;0.29061761381153;0.6756756756756757;0.0337067105127941;0.0;0.104;0.0848727963686266;0.8839860656602977;0.0311411379710756;0.0;138.63;1414.134;3097.3347;0.1460415098812353;0.8650680203864648
ligand110-0;-436.54607726;0.4874;0.212;-0.281;0.1410854356582573;0.8347466610133559;0.0241679033283866;0.0;-0.069;0.0;0.95541866778033;0.04458133221967;0.0;-436.546869272;0.5641;0.2149999999999999;-0.285;0.1584647739221871;0.8176656151419559;0.0238696109358569;0.0;-0.07;0.0;0.9562564632885212;0.0437435367114788;0.0;73.37;871.658;3635.9797;0.2395895077928321;0.7604106009739914
ligand111-0;-1816.89749944;1.8014;0.174;-0.23;0.0;1.0;0.0;0.0;-0.056;0.0;0.974988201982067;0.0250117980179329;0.0;-1816.89847698;1.7295;0.175;-0.231;0.0;1.0;0.0;0.0;-0.056;0.0;0.9873432694582446;0.0126567305417553;0.0;361.8;3803.896;3145.5634;;
ligand112-0;-304.603045845;2.4086;0.263;-0.242;0.0430512016718913;0.9310344827586208;0.0259143155694879;0.0;0.021;0.1048841577958672;0.8314548111041536;0.0636610310999791;0.0;-304.604040506;2.4799;0.266;-0.245;0.0631655122505944;0.9125400599607154;0.0242944277886901;0.0;0.021;0.10740817168799;0.8281056541477507;0.0644861741642591;0.0;65.93;980.952;3560.5457;0.2159010340575865;0.8039011379064935
ligand113-0;-156.4310634;3.1371;0.146;0.061;0.0;0.9710293815492088;0.028970618450791;0.0;0.207;0.6136065408297163;0.3863934591702836;0.0;0.0;-156.443580449;2.6111;0.154;0.056;0.0;0.9678413644302888;0.0321586355697113;0.0;0.21;0.6505938483402701;0.3494061516597299;0.0;0.0;55.27;704.362;3109.9774;0.5104029646118047;0.5199822052627076
ligand114-0;-1153.47955073;2.365;0.19;-0.218;0.0767083519428316;0.9232916480571683;0.0;0.0;-0.028;0.0;0.9488966318234612;0.0511033681765389;0.0;-1153.48024038;2.2967;0.198;-0.224;0.0674342105263157;0.9325657894736842;0.0;0.0;-0.026;0.0;0.9405860636825104;0.0594139363174896;0.0;259.0;2630.249;3125.5299;;
ligand115-0;-92.7726711939;0.6756;0.3419999999999999;-0.041;0.4515482513277883;0.5484517486722117;0.0;0.0;0.301;0.0;1.0;0.0;0.0;-92.7718440507;0.6538;0.3369999999999999;-0.041;0.4383644016837041;0.5616355983162958;0.0;0.0;0.296;0.0;1.0;0.0;0.0;14.23;360.765;2088.6773;-0.0;1.0
ligand116-0;-705.813107903;0.5587;0.075;0.018;0.0;0.9781083953241232;0.0218916046758767;0.0;0.093;0.0;0.9515630001066896;0.0484369998933105;0.0;-705.821596641;0.7205;0.084;0.001;0.0;0.9785352173444072;0.0214647826555927;0.0;0.085;0.0;0.951005291005291;0.0489947089947089;0.0;187.07;2006.337;3101.6377;0.2757613764846262;0.8585150511549889
ligand117-0;-280.193209955;0.3166;0.237;-0.039;0.0;1.0;0.0;0.0;0.198;0.0;1.0;0.0;0.0;-280.193164373;0.0023;0.235;-0.042;0.0;1.0;0.0;0.0;0.193;0.0;1.0;0.0;0.0;17.97;397.505;1439.018;0.4997203935270118;0.500279606472988
ligand118-0;-251.045796927;3.5814;0.138;0.055;0.096439930234944;0.8568790397045245;0.0466810300605314;0.0;0.226;1.0724652814033622;-0.0846820507465803;0.0122167693432181;0.0;-251.048807091;3.3774;0.15;0.042;0.1400886506545716;0.8051747242552314;0.0547366250901968;0.0;0.225;1.070141775930071;-0.0701417759300714;0.0;0.0;81.35;1186.753;3025.0637;0.4349782383051286;0.7759264629635763
ligand119-0;-347.194971317;5.9043;0.066;0.238;0.2204827136333985;0.7644053055011959;0.0151119808654055;0.0;0.308;1.0871673199917475;-0.1401898081287394;0.0530224881369919;0.0;-347.230480221;5.1666;0.099;0.207;0.1103390187407875;0.8779743103811328;0.0116866708780795;0.0;0.306;0.5278093076049943;0.4721906923950057;0.0;0.0;167.74;1353.298;3049.9818;0.1517942751638854;0.8815767295418585
ligand120-0;-937.597463605;3.2633;0.237;-0.097;0.0;1.0;0.0;0.0;0.144;0.3088987764182425;0.6614015572858732;0.0296996662958843;0.0;-937.613860957;1.7227;0.244;-0.097;0.0903903218443277;0.9096096781556722;0.0;0.0;0.147;0.6200166112956809;0.3926495016611298;-0.0126661129568106;0.0;224.71;2749.118;3157.8984;0.6236385877804922;0.623950088977939
ligand122-0;-287.375024874;1.5394;0.215;-0.222;0.0180943415960673;0.9700868110030332;0.0118188474008994;0.0;0.008;0.0599958906924183;0.872508732278611;0.0674953770289706;0.0;-287.375531537;1.7879;0.212;-0.216;0.0;0.98650785285127;0.0134921471487298;0.0;0.011;0.0625963613937712;0.8710042142049543;0.0663994244012745;0.0;70.46;719.959;3607.3712;0.316636335663089;0.6845801086362691
ligand123-0;-1454.45273808;18.987;0.049;0.046;-0.0323916737468139;1.0026550552251483;0.0297366185216652;0.0;0.116;0.6148979348215352;0.3202817237674584;0.0648203414110063;0.0;-1454.46955157;15.447;0.086;0.014;0.0136882129277566;0.9438348723519826;0.0424769147202607;0.0;0.114;0.2794167134043746;0.6758272574312956;0.0447560291643297;0.0;267.73;2456.734;3109.207;;
ligand124-0;-99.7737609294;0.0;0.814;0.047;0.0;1.0;0.0;0.0;0.861;1.0;0.0;0.0;0.0;-99.7737609294;0.0;0.814;0.047;0.0;1.0;0.0;0.0;0.861;1.0;0.0;0.0;0.0;1.18;179.804;;;
ligand126-0;-1160.30922002;2.3957;0.209;-0.22;0.3538793103448275;0.6461206896551724;0.0;0.0;-0.009;-0.0160547751150985;1.0024790461574786;0.0135757289576201;0.0;-1160.31061024;2.5654;0.216;-0.228;0.3618954884777669;0.638104511522233;0.0;0.0;-0.009;-0.0205521099355466;1.0205521099355466;0.0;0.0;319.96;3671.828;3133.23;;
ligand127-0;-340.250238208;2.1773;0.212;-0.298;0.1766290272454159;0.7946752304982908;0.0286957422562933;0.0;-0.086;0.0;0.9183304906190428;0.0816695093809571;0.0;-340.250622967;2.1357;0.215;-0.301;0.1818370524130773;0.789724961079398;0.0284379865075246;0.0;-0.086;0.0;0.91803772070626;0.0819622792937399;0.0;71.2;950.698;3147.7857;0.2041163533942942;0.7958836667144809
ligand128-0;-553.759769103;2.4487;0.148;-0.032;0.0;0.9674198633736204;0.0325801366263794;0.0;0.116;0.0289412755209429;0.9208587665754578;0.0501999579035992;0.0;-553.766199218;2.5694;0.151;-0.036;0.0;0.9673603042146404;0.0326396957853596;0.0;0.115;0.0317940164703429;0.9186907119774836;0.0495152715521734;0.0;137.91;1376.019;3103.1537;0.2907589891362646;0.7304583423652287
ligand129-0;-670.435028246;8.4666;0.152;-0.037;0.0;0.9661354581673308;0.0338645418326693;0.0;0.115;0.021822568264064;0.9474723105603684;0.0307051211755674;0.0;-670.43955492;7.1096;0.158;-0.039;0.0;0.9543397778691896;0.0456602221308103;0.0;0.119;0.0349108658743633;0.9233870967741936;0.0417020373514431;0.0;160.11;2038.564;3104.6516;0.2174231494149646;0.8596155564345994
ligand130-0;-53.5034322793;0.0;0.3320000000000001;0.744;0.0;1.0;0.0;0.0;1.076;1.0;0.0;0.0;0.0;-53.5034322793;0.0;0.3320000000000001;0.744;0.0;1.0;0.0;0.0;1.076;1.0;0.0;0.0;0.0;3.6;409.51;;;
ligand131-0;-265.321329927;4.1063;0.259;-0.241;0.0;0.9892539780946475;0.0107460219053523;0.0;0.018;0.1048007530593034;0.8686329881811526;0.0265662587595439;0.0;-265.321390846;4.0797;0.257;-0.24;0.0;1.0;0.0;0.0;0.017;0.1049550491323437;0.8681789671754129;0.0268659836922433;0.0;52.64;756.689;3199.2665;0.287306570102799;0.7295765681550814
ligand132-0;-385.555880759;0.5403;0.176;-0.23;0.0;1.0;0.0;0.0;-0.054;-0.0183854606931529;0.9656593406593406;0.0527261200338123;0.0;-385.574221822;0.0002;0.184;-0.231;0.0;1.0;0.0;0.0;-0.047;0.0;0.9267399267399268;0.0732600732600732;0.0;108.28;1297.156;3134.566;0.2830839216343445;0.716916112206227
ligand133-0;-1243.53239547;3.1154;0.134;-0.068;0.0;0.9525839104954716;0.0474160895045285;0.0;0.066;0.0;0.9709716288750138;0.0290283711249863;0.0;-1243.54383394;3.5464;0.13;-0.071;0.0;0.9470457668322588;0.0529542331677412;0.0;0.059;0.0;0.9758321432494782;0.0241678567505218;0.0;243.79;2311.297;3216.032;;
ligand134-0;-383.120197092;2.3288;0.246;-0.216;0.4200128150363093;0.5799871849636907;0.0;0.0;0.03;0.119024805706377;0.8408389226019376;0.0401362716916852;0.0;-383.121111439;2.3279;0.252;-0.224;0.4331203407880724;0.5668796592119275;0.0;0.0;0.028;0.1174915397631133;0.8424280879864636;0.040080372250423;0.0;91.43;1108.301;3204.2349;0.2405216660529021;0.9700042266900764
ligand135-0;-416.116939157;3.4508;0.239;0.118;0.0;0.9890272835112692;0.0109727164887307;0.0;0.357;0.6651772415847482;0.292225201072386;0.0425975573428656;0.0;-416.130525676;2.5711;0.257;0.105;0.0;1.0;0.0;0.0;0.362;0.7754053781851143;0.1862221774599657;0.0383724443549199;0.0;45.51;840.547;2952.6489;0.2822233611893101;0.9090238279306312
ligand136-0;-571.157931022;3.1478;0.185;-0.247;0.0;1.0;0.0;0.0;-0.062;0.0;0.977326203208556;0.0226737967914438;0.0;-571.157750183;3.2025;0.184;-0.246;0.0;1.0;0.0;0.0;-0.062;0.0;0.9775401069518715;0.0224598930481283;0.0;150.43;1440.324;3133.98;0.2639953509750364;0.7360046490249637
ligand137-0;-757.767987463;17.862;0.096;0.129;0.0399388690779419;0.9490575649516046;0.0110035659704533;0.0;0.225;0.7822548231511255;0.2177451768488745;0.0;0.0;-757.847802327;13.2405;0.178;0.073;0.028189449683905;0.955124883407607;0.0166856669084879;0.0;0.251;1.2479813004674885;-0.2593497662558437;0.0113684657883552;0.0;116.57;1698.022;3301.8993;0.3228148677852927;0.8446720306116574
ligand138-0;-2636.88996035;15.7204;0.0959999999999999;0.046;0.0130501838889547;0.9869498161110452;0.0;0.0;0.142;0.05550169655841;0.8851187590887057;0.0593795443528841;0.0;-2636.93382686;12.4804;0.1149999999999999;0.032;0.0;0.9841555635577962;0.0158444364422038;0.0;0.147;-0.0151024811218986;0.9936473690519;0.0214551120699988;0.0;615.88;5578.011;3141.9488;;
