name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds
ligand36139-0;8.176390000000007;2;2;1;7
ligand36140-0;6.189200000000005;1;4;0;2
ligand36141-0;5.303280000000004;1;3;0;5
ligand36142-0;8.799440000000004;0;4;0;8
ligand36143-0;4.8067000000000055;0;4;0;10
ligand36144-0;5.606900000000004;1;3;1;9
ligand36145-0;3.6960000000000015;0;3;0;4
ligand36146-0;4.981440000000004;0;3;0;5
ligand36147-0;2.993900000000003;0;0;0;1
ligand36148-0;4.387690000000003;0;3;0;6
ligand36149-0;1.8433999999999995;0;2;0;4
ligand36150-0;2.1437799999999996;0;2;0;2
ligand36151-0;3.272290000000001;0;0;0;9
ligand36152-0;2.12542;0;2;0;2
ligand36153-0;1.7005999999999997;1;0;1;5
ligand36154-0;-0.6821200000000001;2;0;0;4
ligand36155-0;1.7014699999999998;0;1;0;5
ligand36156-0;3.6197000000000026;1;2;0;7
ligand36157-0;2.8834999999999997;0;3;0;5
ligand36158-0;6.1132000000000035;1;0;1;0
ligand36159-0;2.1657899999999994;0;0;0;4
ligand36160-0;2.0831999999999997;0;0;0;2
ligand36161-0;5.836000000000004;0;3;0;10
ligand36162-0;2.59;0;2;0;7
ligand36163-0;2.01389;0;0;0;9
ligand36164-0;1.1759;1;1;0;2
ligand36165-0;9.060970000000003;4;5;0;3
ligand36166-0;2.58139;1;1;0;2
ligand36167-0;3.564400000000003;1;0;1;14
ligand36168-0;1.79329;0;0;0;4
ligand36169-0;3.070800000000002;1;2;1;4
ligand36170-0;2.8798000000000012;0;2;0;4
ligand36171-0;2.879800000000002;0;2;0;4
ligand36172-0;4.589620000000003;0;3;0;5
ligand36173-0;-0.39700000000000013;0;2;0;9
ligand36174-0;4.831700000000004;2;1;2;8
ligand36175-0;1.93131;1;1;0;4
ligand36176-0;1.6583999999999999;0;1;0;4
ligand36177-0;4.705000000000002;0;2;0;10
ligand36178-0;0.9516899999999999;1;0;0;1
ligand36179-0;0.4327800000000001;2;0;0;8
ligand36180-0;8.162000000000006;5;2;0;2
ligand36181-0;3.302480000000002;1;2;0;2
ligand36182-0;4.086890000000004;4;0;4;9
ligand36183-0;2.2244;4;0;3;4
ligand36184-0;1.19629;1;0;0;8
ligand36185-0;8.313590000000005;5;1;4;6
ligand36186-0;1.7013;0;1;0;8
ligand36187-0;3.7560400000000014;0;2;0;6
ligand36188-0;3.0623900000000006;1;1;0;2
ligand36189-0;0.8917999999999997;0;1;0;3
ligand36190-0;3.776600000000002;0;3;0;10
ligand36191-0;-0.6261999999999999;1;1;0;0
ligand36192-0;3.6286900000000024;1;1;0;7
ligand36193-0;2.1963;0;1;0;7
ligand36194-0;2.1907999999999994;0;3;0;9
ligand36195-0;2.0670100000000002;1;1;0;2
ligand36196-0;4.566200000000003;0;3;0;6
ligand36197-0;1.0160799999999999;0;1;0;1
ligand36198-0;1.6470999999999998;0;1;0;4
ligand36199-0;2.7922000000000002;0;5;0;3
ligand36200-0;6.587950000000005;1;4;0;12
ligand36201-0;2.4787999999999997;0;2;0;7
ligand36202-0;1.3837;1;1;0;2
ligand36203-0;0.7986800000000001;1;0;1;0
ligand36204-0;0.42290000000000005;0;0;0;3
ligand36205-0;2.7491900000000005;0;0;0;1
ligand36206-0;2.81644;0;1;0;12
ligand36207-0;1.3292899999999999;1;0;0;3
ligand36208-0;1.36559;1;0;0;1
ligand36209-0;0.6928799999999996;2;0;2;3
ligand36210-0;3.2886700000000024;1;1;1;2
ligand36211-0;3.7188000000000017;1;2;0;0
ligand36212-0;2.956500000000001;0;2;0;3
ligand36213-0;2.851580000000001;0;0;0;6
ligand36214-0;1.7650899999999998;2;1;0;0
ligand36215-0;2.4531;1;1;1;3
ligand36216-0;7.4470000000000045;0;6;0;6
ligand36217-0;3.4263000000000012;1;2;0;1
ligand36218-0;5.649600000000001;1;2;0;5
ligand36219-0;-0.83616;0;1;0;0
ligand36220-0;2.1222000000000003;0;1;0;4
ligand36221-0;9.878309999999995;1;4;0;12
ligand36222-0;4.798680000000002;0;2;0;6
ligand36223-0;0.7619;0;1;0;3
ligand36224-0;4.0451900000000025;1;2;0;4
ligand36225-0;1.41138;3;0;1;6
ligand36226-0;2.95438;1;0;1;3
ligand36227-0;1.4342999999999997;0;0;0;5
ligand36228-0;4.989200000000005;0;4;0;9
ligand36229-0;0.055299999999999905;0;1;0;2
ligand36230-0;1.8366;0;0;0;5
ligand36231-0;2.2469900000000003;0;1;0;3
ligand36232-0;2.8991700000000007;1;2;1;7
ligand36233-0;1.1746;0;0;0;5
ligand36234-0;8.233400000000005;0;4;0;7
ligand36235-0;4.627690000000002;1;2;0;1
ligand36236-0;9.040000000000003;0;3;0;21
ligand36237-0;1.1371;0;0;0;4
ligand36238-0;2.4004000000000003;1;2;0;0
ligand36239-0;7.474200000000007;3;2;2;8
ligand36240-0;1.617;0;1;0;2
ligand36241-0;2.7525700000000013;1;0;1;6
ligand36242-0;4.850190000000002;1;1;1;7
ligand36243-0;1.01519;0;0;0;5
ligand36244-0;0.6454;1;1;0;0
ligand36245-0;3.243870000000002;2;1;1;4
ligand36246-0;4.624890000000003;1;1;0;6
ligand36247-0;5.665100000000004;3;3;0;12
ligand36248-0;5.291390000000004;0;2;0;9
ligand36249-0;4.1579000000000015;0;2;0;10
ligand36250-0;0.69769;1;0;0;4
ligand36251-0;0.5047899999999998;1;0;0;5
ligand36252-0;2.0864;0;2;0;10
ligand36253-0;4.6319000000000035;0;3;0;5
ligand36254-0;5.080600000000004;0;2;0;7
ligand36255-0;8.641790000000004;1;0;1;4
ligand36256-0;1.1494900000000001;1;0;0;0
ligand36257-0;5.238710000000004;1;2;0;11
ligand36258-0;0.37719;0;0;0;4
ligand36259-0;6.056790000000006;2;0;1;13
ligand36260-0;0.7711699999999999;0;1;0;2
ligand36261-0;6.910100000000008;1;5;1;10
ligand36262-0;8.486690000000007;1;4;1;7
ligand36263-0;4.714170000000004;2;1;1;9
ligand36264-0;4.020200000000001;0;0;0;10
ligand36265-0;1.7565999999999997;0;1;0;2
ligand36266-0;0.43739999999999984;0;0;0;9
ligand36267-0;7.293400000000007;0;3;0;6
ligand36268-0;4.621590000000003;1;2;0;5
ligand36269-0;1.8274899999999998;0;2;0;10
ligand36270-0;-1.5264999999999995;1;0;1;3
ligand36271-0;2.4702;0;2;0;1
ligand36272-0;4.0798900000000025;1;1;1;5
ligand36273-0;7.031460000000005;0;2;0;5
ligand36274-0;5.734690000000003;0;3;0;3
ligand36275-0;3.5816600000000025;1;0;0;0
ligand36276-0;3.5816600000000025;1;0;0;0
ligand36277-0;3.548600000000004;2;1;2;14
ligand36278-0;4.242690000000004;2;0;0;11
ligand36279-0;2.23698;3;0;2;0
ligand36280-0;3.6413800000000016;0;2;0;5
ligand36281-0;1.9503899999999996;1;1;0;1
ligand36282-0;5.1289000000000025;3;0;2;6
ligand36283-0;1.54258;1;0;0;7
ligand36284-0;3.2497000000000016;0;3;0;7
ligand36285-0;3.425400000000001;0;3;0;7
ligand36286-0;6.496250000000006;2;4;0;9
ligand36287-0;6.898880000000006;1;4;0;12
ligand36288-0;5.641200000000005;0;3;0;6
ligand36289-0;4.945200000000003;0;3;0;6
ligand36290-0;2.7763400000000003;0;2;0;5
ligand36291-0;4.256500000000003;0;4;0;3
ligand36292-0;2.1011;0;3;0;2
ligand36293-0;3.946640000000002;0;2;0;6
ligand36294-0;2.8007999999999997;0;3;0;10
ligand36295-0;4.113120000000002;2;2;1;4
ligand36296-0;5.460100000000003;0;3;0;6
ligand36297-0;1.7466;1;2;0;6
ligand36298-0;8.053000000000006;1;3;0;14
ligand36299-0;5.7363900000000045;0;2;0;12
ligand36300-0;2.3944800000000006;2;0;1;1
ligand36301-0;2.3944800000000006;2;0;1;1
ligand36302-0;8.209880000000007;3;0;1;13
ligand36303-0;7.476200000000005;0;4;0;4
ligand36304-0;3.982420000000002;0;4;0;5
ligand36305-0;5.903120000000004;0;2;0;15
ligand36306-0;0.69287;1;0;1;1
ligand36307-0;0.6765999999999999;1;0;1;0
ligand36308-0;9.425799999999999;1;6;1;13
ligand36309-0;6.333200000000005;1;2;0;0
ligand36310-0;5.882440000000005;1;4;1;10
ligand36311-0;2.413990000000001;0;1;0;2
ligand36312-0;1.8177999999999994;0;2;0;5
ligand36313-0;1.8177999999999996;0;2;0;5
ligand36314-0;3.476440000000001;2;1;0;4
ligand36315-0;4.630700000000002;1;1;1;10
ligand36316-0;1.40938;2;0;0;4
ligand36317-0;1.0459999999999994;1;1;0;2
ligand36318-0;-0.2544000000000004;1;1;0;2
ligand36319-0;4.442520000000003;0;2;0;4
ligand36320-0;2.2324;0;1;0;9
ligand36321-0;2.8638000000000012;0;0;0;4
ligand36322-0;3.6572900000000015;2;0;1;1
ligand36323-0;2.7986000000000013;1;2;0;0
ligand36324-0;3.728200000000002;0;2;0;9
ligand36325-0;1.09574;1;1;0;4
ligand36326-0;7.785720000000007;0;3;0;14
ligand36327-0;7.430400000000007;0;2;0;19
ligand36328-0;3.815640000000001;1;1;0;8
ligand36329-0;3.6812900000000015;1;2;0;5
ligand36330-0;9.732479999999999;1;5;0;8
ligand36331-0;6.4132900000000035;1;0;1;11
ligand36332-0;3.0756900000000007;1;2;0;8
ligand36333-0;6.111000000000005;4;1;4;2
ligand36334-0;5.481120000000003;0;4;0;4
ligand36335-0;3.725780000000002;0;2;0;5
ligand36336-0;3.7997000000000014;2;2;2;8
ligand36337-0;0.46978;2;0;0;1
ligand36338-0;4.379900000000001;0;2;0;3
ligand36339-0;2.01037;1;0;0;4
ligand36340-0;2.5070900000000007;1;2;0;3
ligand36341-0;2.50884;0;1;0;6
ligand36342-0;4.270700000000003;0;4;0;7
ligand36343-0;7.1006000000000045;0;3;0;10
ligand36344-0;-0.40870000000000006;0;1;0;2
ligand36345-0;-0.8426;1;0;0;5
ligand36346-0;1.4749899999999998;0;2;0;2
ligand36347-0;2.9261200000000014;0;2;0;6
ligand36348-0;5.419800000000003;0;1;0;10
ligand36349-0;0.044579999999999884;0;0;0;4
ligand36350-0;1.2577999999999998;1;0;1;4
ligand36351-0;3.003400000000001;0;2;0;3
ligand36352-0;2.1372999999999998;0;1;0;4
ligand36353-0;0.1516399999999996;1;1;0;2
ligand36354-0;0.7201999999999995;3;2;0;2
ligand36355-0;6.520600000000007;6;0;1;12
ligand36356-0;2.70798;0;1;0;10
ligand36357-0;2.030690000000001;1;0;0;2
ligand36358-0;1.6955799999999999;2;1;0;6
ligand36359-0;2.6087000000000002;0;2;0;3
ligand36360-0;2.706410000000001;1;2;0;5
ligand36361-0;3.6296000000000044;0;3;0;15
ligand36362-0;4.675230000000003;1;3;0;4
ligand36363-0;4.593640000000003;0;1;0;13
ligand36364-0;2.5325000000000015;0;1;0;2
ligand36365-0;3.2064000000000012;0;2;0;3
ligand36366-0;6.193960000000004;0;6;0;9
ligand36367-0;6.434200000000006;0;5;0;6
ligand36368-0;2.31227;1;1;1;3
ligand36369-0;1.8110000000000002;1;2;1;4
ligand36370-0;2.2009999999999996;1;3;0;2
ligand36371-0;6.909400000000005;0;3;0;3
ligand36372-0;3.333990000000002;1;2;0;3
ligand36373-0;2.09868;2;0;0;10
ligand36374-0;3.105500000000001;1;2;0;2
ligand36375-0;1.8656899999999996;1;1;0;5
ligand36376-0;5.315600000000002;0;3;0;4
ligand36377-0;3.895990000000001;0;2;0;8
ligand36378-0;1.50676;0;0;0;2
ligand36379-0;2.1737;1;1;0;3
ligand36380-0;8.868400000000003;0;3;0;8
ligand36381-0;1.8073899999999998;0;1;0;5
ligand36382-0;4.516490000000002;1;3;1;6
ligand36383-0;3.6894400000000003;1;4;0;4
ligand36384-0;4.001450000000003;1;1;0;8
ligand36385-0;1.2361;0;1;0;2
ligand36386-0;6.425200000000003;0;4;0;7
ligand36387-0;4.7039900000000054;0;5;0;15
ligand36388-0;3.084690000000001;1;1;0;3
ligand36389-0;3.0801800000000013;0;2;0;3
ligand36390-0;3.274730000000001;1;3;0;5
ligand36391-0;2.7597000000000005;0;2;0;6
ligand36392-0;8.775600000000006;3;6;0;8
ligand36393-0;5.942090000000003;2;4;0;4
ligand36394-0;1.8136999999999996;0;1;0;1
ligand36395-0;1.30086;0;1;0;6
ligand36396-0;4.5218000000000025;0;3;0;6
ligand36397-0;5.095900000000002;0;2;0;7
ligand36398-0;6.509290000000005;1;4;1;8
ligand36399-0;-0.11276000000000008;0;1;0;2
ligand36400-0;3.7382000000000017;0;3;0;3
ligand36401-0;2.7556599999999998;0;1;0;3
ligand36402-0;3.6297800000000007;2;0;2;2
ligand36403-0;4.552190000000003;3;2;0;4
ligand36404-0;4.228990000000003;0;2;0;9
ligand36405-0;6.375480000000004;1;1;0;9
ligand36406-0;3.6519600000000025;2;1;2;1
ligand36407-0;2.4144000000000005;0;2;0;3
ligand36408-0;4.469790000000003;1;3;0;2
ligand36409-0;4.303000000000003;0;3;0;6
ligand36410-0;5.650100000000005;0;3;0;8
ligand36411-0;2.4210900000000004;0;0;0;6
ligand36412-0;3.117300000000001;0;2;0;4
ligand36413-0;6.519480000000005;0;0;0;6
ligand36414-0;2.7401100000000005;2;2;0;2
ligand36415-0;4.840800000000004;0;4;0;9
ligand36416-0;9.132600000000002;2;1;2;12
ligand36417-0;4.713350000000003;1;2;1;7
ligand36418-0;0.15749999999999995;0;0;0;7
ligand36419-0;-0.2966999999999999;0;0;0;3
ligand36420-0;3.7819100000000034;0;2;0;14
ligand36421-0;1.2283999999999997;1;0;1;6
ligand36422-0;1.00868;0;0;0;5
ligand36423-0;2.6287000000000003;0;2;0;9
ligand36424-0;-4.4647999999999985;0;2;0;13
ligand36425-0;2.6679000000000013;0;1;0;6
ligand36426-0;-0.09489999999999987;1;1;0;2
ligand36427-0;0.22299999999999998;0;1;0;2
ligand36428-0;1.19749;1;0;0;3
ligand36429-0;4.8103000000000025;1;3;0;1
ligand36430-0;2.9635000000000034;0;1;0;7
ligand36431-0;1.3253199999999998;0;2;0;8
ligand36432-0;2.663800000000001;0;0;0;3
ligand36433-0;3.470600000000002;0;3;0;9
ligand36434-0;2.9470800000000015;3;1;0;2
ligand36435-0;9.840099999999996;0;3;0;17
ligand36436-0;0.8818999999999999;1;0;1;7
ligand36437-0;9.155400000000002;0;2;0;22
ligand36438-0;2.805600000000001;0;2;0;3
ligand36439-0;6.915400000000008;0;2;0;13
ligand36440-0;6.206090000000002;1;4;0;3
ligand36441-0;7.421220000000009;5;3;0;6
ligand36442-0;3.2276000000000007;0;1;0;1
ligand36443-0;5.748400000000004;0;2;0;16
ligand36444-0;0.038290000000000046;3;0;0;5
ligand36445-0;-1.4328400000000003;1;0;0;7
ligand36446-0;1.98789;1;0;0;1
ligand36447-0;1.80517;0;0;0;4
ligand36448-0;3.3354000000000017;0;1;0;6
ligand36449-0;4.766600000000003;0;4;0;5
ligand36450-0;5.976600000000006;0;4;0;5
ligand36451-0;1.6912999999999998;0;2;0;0
ligand36452-0;8.604990000000006;2;4;0;14
ligand36453-0;6.117790000000005;0;3;0;11
ligand36454-0;1.7745900000000003;0;0;0;6
ligand36455-0;1.4343;0;0;0;5
ligand36456-0;5.364080000000003;2;0;0;9
ligand36457-0;3.468230000000002;1;1;0;8
ligand36458-0;1.3674;1;0;1;10
ligand36459-0;10.481539999999992;3;3;0;12
ligand36460-0;4.293390000000002;1;0;0;4
ligand36461-0;3.8770000000000024;0;2;0;8
ligand36462-0;4.4678;1;0;1;9
ligand36463-0;4.602600000000004;0;3;0;6
ligand36464-0;1.9971999999999999;0;0;0;5
ligand36465-0;2.9050000000000002;0;1;0;16
ligand36466-0;3.7851700000000026;5;0;5;4
ligand36467-0;4.079000000000004;0;2;0;15
ligand36468-0;6.729630000000005;0;1;0;11
ligand36469-0;3.154700000000001;0;1;0;7
ligand36470-0;4.732640000000003;2;1;0;6
ligand36471-0;4.303600000000002;0;4;0;9
ligand36472-0;-1.44491;2;0;0;1
ligand36473-0;3.422290000000001;1;0;1;5
ligand36474-0;1.29552;0;2;0;4
ligand36475-0;2.07779;0;1;0;6
ligand36476-0;3.8728000000000025;0;1;0;9
ligand36477-0;4.4727900000000025;1;2;0;4
ligand36478-0;3.2025300000000003;1;1;0;3
ligand36479-0;1.3106200000000001;0;1;0;3
ligand36480-0;7.823600000000009;2;5;1;10
ligand36481-0;4.317370000000004;1;2;0;7
ligand36482-0;0.8588;0;0;0;6
ligand36483-0;2.748190000000001;2;1;0;0
ligand36484-0;4.2435500000000035;3;0;0;10
ligand36485-0;1.26409;0;1;0;8
ligand36486-0;2.2044000000000006;0;1;0;3
ligand36487-0;3.141700000000001;0;2;0;3
ligand36488-0;1.7261199999999999;1;1;0;2
ligand36489-0;8.882740000000004;5;3;0;5
ligand36490-0;4.002200000000003;0;2;0;4
ligand36491-0;1.5869999999999995;0;2;0;1
ligand36492-0;0.6622999999999999;0;1;0;5
ligand36493-0;-0.20240000000000058;1;1;1;4
ligand36494-0;7.024440000000008;1;3;0;10
ligand36495-0;4.567870000000003;1;2;1;4
ligand36496-0;2.4184100000000006;0;1;0;5
ligand36497-0;1.22569;0;1;0;1
ligand36498-0;2.794600000000001;1;1;0;3
ligand36499-0;0.43259000000000014;1;0;0;3
ligand36500-0;6.573490000000004;1;5;0;2
ligand36501-0;7.266000000000005;4;0;3;6
ligand36502-0;2.325990000000001;1;1;0;5
ligand36503-0;7.264100000000003;0;3;0;6
ligand36504-0;3.6470900000000013;1;2;1;4
ligand36505-0;2.0685899999999995;0;2;0;5
ligand36506-0;2.2799900000000006;1;0;0;7
ligand36507-0;7.193560000000005;0;4;0;8
ligand36508-0;2.364200000000001;0;1;0;4
ligand36509-0;4.894100000000002;0;5;0;3
ligand36510-0;3.958400000000002;0;2;0;1
ligand36511-0;5.610080000000004;3;0;1;7
ligand36512-0;3.9468000000000014;0;3;0;5
ligand36513-0;1.59992;0;2;0;2
ligand36514-0;0.5255899999999999;0;0;0;8
ligand36515-0;7.634600000000009;1;6;0;8
ligand36516-0;-1.5347000000000002;0;0;0;3
ligand36517-0;3.006800000000001;0;2;0;1
ligand36518-0;0.8503000000000001;0;1;0;1
ligand36519-0;6.6314900000000065;0;2;0;16
ligand36520-0;5.235500000000004;0;2;0;7
ligand36521-0;4.8084900000000035;3;2;1;8
ligand36522-0;2.4341;0;1;0;10
ligand36523-0;4.199100000000002;0;2;0;2
ligand36524-0;1.32528;1;0;0;1
ligand36525-0;1.8484899999999997;1;1;0;4
ligand36526-0;0.7355;0;0;0;3
ligand36527-0;1.4685700000000002;2;1;0;3
ligand36528-0;1.0474999999999999;0;0;0;2
ligand36529-0;2.116100000000001;0;2;0;2
ligand36530-0;4.356180000000002;1;3;0;2
ligand36531-0;4.412800000000002;0;4;0;3
ligand36532-0;4.173500000000002;0;3;0;8
ligand36533-0;4.324200000000003;1;1;1;6
ligand36534-0;1.6459999999999995;1;1;0;6
ligand36535-0;4.359680000000002;5;1;1;4
ligand36536-0;3.036290000000001;1;0;1;4
ligand36537-0;2.880000000000001;0;1;0;4
ligand36538-0;6.860780000000005;0;4;0;6
ligand36539-0;-0.4232999999999999;0;0;0;0
ligand36540-0;3.339950000000001;3;1;0;5
ligand36541-0;5.163400000000003;0;6;0;6
ligand36542-0;5.307700000000003;2;3;0;1
ligand36543-0;1.20149;0;0;0;6
ligand36544-0;1.3538999999999999;0;1;0;1
ligand36545-0;3.350200000000001;0;0;0;12
ligand36546-0;4.584920000000003;0;2;0;3
ligand36547-0;5.8700000000000045;0;2;0;15
ligand36548-0;5.895600000000006;0;3;0;4
ligand36549-0;2.77599;0;2;0;0
ligand36550-0;3.7965500000000008;1;2;0;6
ligand36551-0;1.3117800000000002;0;0;0;3
ligand36552-0;3.9899000000000004;2;0;0;7
ligand36553-0;0.6435899999999999;1;0;0;4
ligand36554-0;1.3729999999999998;1;1;0;5
ligand36555-0;2.0661899999999997;2;1;1;5
ligand36556-0;3.3672900000000014;1;1;0;5
ligand36557-0;3.9319000000000015;0;2;0;7
ligand36558-0;0.15478000000000014;3;0;3;8
ligand36559-0;1.92582;0;2;0;6
ligand36560-0;2.7789600000000005;0;0;0;3
ligand36561-0;1.817;1;1;0;7
ligand36562-0;3.6961500000000003;1;1;0;6
ligand36563-0;4.333420000000001;0;2;0;4
ligand36564-0;0.8658999999999999;0;2;0;3
ligand36565-0;0.9607199999999999;0;1;0;2
ligand36566-0;3.946200000000002;1;0;1;5
ligand36567-0;1.7398;2;0;0;7
ligand36568-0;7.060100000000006;0;5;0;5
ligand36569-0;4.787610000000003;1;3;0;9
ligand36570-0;3.8824000000000023;0;3;0;3
ligand36571-0;5.387600000000004;0;2;0;6
ligand36572-0;1.5162799999999999;0;0;0;5
ligand36573-0;3.1190900000000017;1;2;0;4
ligand36574-0;3.614950000000001;0;3;0;5
ligand36575-0;3.1492200000000024;0;2;0;5
ligand36576-0;5.279500000000003;0;3;0;5
ligand36577-0;2.1102;1;0;1;8
ligand36578-0;4.568480000000005;5;0;4;4
ligand36579-0;5.758800000000005;1;3;1;4
ligand36580-0;9.380699999999997;5;7;0;0
ligand36581-0;5.056780000000003;1;1;0;8
ligand36582-0;5.427290000000004;0;1;0;15
ligand36583-0;4.165600000000003;0;3;0;8
ligand36584-0;0.7362;0;1;0;3
ligand36585-0;1.8565000000000005;0;1;0;4
ligand36586-0;1.3990999999999996;0;2;0;3
ligand36587-0;2.918800000000001;2;0;0;2
ligand36588-0;1.6297999999999997;0;2;0;0
ligand36589-0;3.134400000000003;0;1;0;11
ligand36590-0;3.987490000000002;1;0;0;10
ligand36591-0;5.815000000000004;0;4;0;11
ligand36592-0;3.918790000000003;0;1;0;11
ligand36593-0;8.84629;3;1;2;9
ligand36594-0;1.68867;0;1;0;12
ligand36595-0;3.3015000000000017;1;0;1;0
ligand36596-0;2.6198999999999995;0;3;0;6
ligand36597-0;4.377000000000002;0;1;0;8
ligand36597-1;4.377000000000002;0;1;0;8
ligand36598-0;5.216100000000001;1;1;1;3
ligand36599-0;2.7271800000000006;0;1;0;3
ligand36600-0;2.5836700000000006;1;0;1;5
ligand36601-0;2.8097000000000003;0;3;0;12
ligand36602-0;2.4030000000000005;5;0;4;4
ligand36603-0;2.0908999999999995;0;0;0;6
ligand36604-0;2.4967000000000006;0;1;0;5
ligand36605-0;5.536570000000004;1;3;0;3
ligand36606-0;3.951010000000002;2;1;1;2
ligand36607-0;3.9308000000000014;0;2;0;4
ligand36608-0;3.1821800000000007;2;1;0;2
ligand36609-0;6.354190000000004;1;2;0;14
ligand36610-0;4.905600000000002;0;3;0;8
ligand36611-0;3.3699600000000016;0;3;0;4
ligand36612-0;4.130500000000002;1;3;1;3
ligand36613-0;3.6752400000000014;0;1;0;7
ligand36614-0;3.0215000000000014;0;0;0;12
ligand36615-0;5.909910000000004;0;4;0;5
ligand36616-0;3.427590000000005;1;1;0;12
ligand36617-0;3.4667000000000012;0;2;0;7
ligand36618-0;5.1601000000000035;0;3;0;4
ligand36619-0;2.5106;0;2;0;5
ligand36620-0;5.348400000000004;1;2;0;9
ligand36621-0;1.7307899999999998;1;0;0;3
ligand36622-0;4.863380000000003;2;1;0;14
ligand36623-0;2.24679;1;0;1;7
ligand36624-0;1.2818999999999998;0;1;0;4
ligand36625-0;1.2818999999999996;0;1;0;4
ligand36626-0;1.9804899999999999;1;0;0;3
ligand36627-0;0.04908999999999997;2;0;1;2
ligand36628-0;6.592990000000007;1;2;0;15
ligand36629-0;0.30890000000000045;1;0;1;0
ligand36630-0;5.911390000000006;0;5;0;9
ligand36631-0;2.6797900000000023;2;1;0;4
ligand36632-0;5.575400000000006;2;3;1;9
ligand36633-0;2.8823000000000016;0;3;0;6
ligand36634-0;3.154670000000001;1;2;0;6
ligand36635-0;2.14554;0;0;0;6
ligand36636-0;2.13074;0;0;0;6
ligand36637-0;6.046000000000005;3;3;1;6
ligand36638-0;5.810610000000004;1;3;0;5
ligand36639-0;2.3693;0;0;0;12
ligand36640-0;1.7470999999999999;0;1;0;4
ligand36641-0;2.980600000000001;1;1;1;3
ligand36642-0;3.4764700000000026;1;2;1;11
ligand36643-0;8.031190000000006;1;2;0;13
ligand36644-0;1.17029;2;0;0;6
ligand36645-0;5.4524900000000045;1;2;0;10
ligand36646-0;7.758900000000008;4;1;2;12
ligand36647-0;5.876070000000002;0;3;0;8
ligand36648-0;6.163790000000004;2;2;0;9
ligand36649-0;1.07738;3;0;1;4
ligand36650-0;4.129200000000003;0;3;0;2
ligand36651-0;1.1384999999999998;1;1;1;2
ligand36652-0;3.871170000000002;0;1;0;10
ligand36653-0;1.9198;0;0;0;10
ligand36654-0;1.4868;0;1;0;4
ligand36655-0;1.346;0;1;0;2
ligand36656-0;6.6623900000000065;0;0;0;19
ligand36657-0;4.151000000000002;3;4;0;4
ligand36658-0;3.201920000000001;0;3;0;3
ligand36659-0;1.8593999999999997;0;1;0;1
ligand36660-0;3.9926000000000013;0;0;0;17
ligand36661-0;2.5039000000000007;0;1;0;4
ligand36662-0;2.55197;0;1;0;9
ligand36663-0;2.6824000000000003;0;2;0;6
ligand36664-0;7.043000000000007;0;5;0;7
ligand36665-0;3.1332900000000015;2;0;0;16
ligand36666-0;2.593700000000001;0;0;0;11
ligand36667-0;7.168300000000005;2;3;0;8
ligand36668-0;1.3312;1;0;0;0
ligand36669-0;4.351800000000003;0;1;0;4
ligand36670-0;2.1109999999999998;3;1;1;2
ligand36671-0;1.2028999999999999;0;0;0;6
ligand36672-0;1.3705999999999998;0;0;0;3
ligand36673-0;3.735800000000001;0;2;0;2
ligand36674-0;4.808110000000004;1;2;0;4
ligand36675-0;3.9109900000000017;1;2;0;2
ligand36676-0;2.1803;0;0;0;5
ligand36677-0;3.633090000000001;1;2;0;4
ligand36678-0;2.4004000000000003;0;1;0;3
ligand36679-0;3.0363000000000007;0;1;0;1
ligand36680-0;2.0526099999999996;0;1;0;1
ligand36681-0;8.135300000000008;0;6;0;12
ligand36682-0;2.3592899999999997;2;1;0;3
ligand36683-0;3.070080000000001;2;0;0;5
ligand36684-0;2.6569100000000008;1;2;0;2
ligand36685-0;1.20569;0;1;0;0
ligand36686-0;5.9056000000000015;1;2;1;4
ligand36687-0;3.681420000000003;0;3;0;7
ligand36688-0;5.911590000000005;1;2;0;2
ligand36689-0;3.4491000000000023;0;2;0;10
ligand36690-0;0.48556000000000005;0;0;0;5
ligand36691-0;0.5736;0;0;0;4
ligand36692-0;2.5396400000000003;1;3;0;4
ligand36693-0;6.864200000000008;0;4;0;9
ligand36694-0;5.830090000000005;1;2;1;4
ligand36695-0;8.538290000000003;1;0;0;5
ligand36696-0;2.3592000000000004;0;3;0;3
ligand36697-0;6.514290000000004;3;0;2;3
ligand36698-0;7.776380000000006;5;1;0;7
ligand36699-0;2.1912999999999996;0;2;0;4
ligand36700-0;6.4857800000000045;2;0;0;12
ligand36701-0;5.104000000000002;0;1;0;3
ligand36702-0;2.1523899999999996;1;1;0;1
ligand36703-0;1.2907899999999999;1;0;0;2
ligand36704-0;6.492600000000007;1;2;1;11
ligand36705-0;2.4678900000000006;1;0;1;4
ligand36706-0;2.5347999999999997;0;2;0;6
ligand36707-0;3.596090000000002;0;2;0;7
ligand36708-0;2.0094000000000003;0;1;0;5
ligand36709-0;6.913600000000006;0;6;0;13
ligand36710-0;2.8320900000000018;1;2;0;3
ligand36711-0;3.9350900000000015;2;1;0;2
ligand36712-0;5.886000000000005;0;1;0;20
ligand36713-0;2.5488000000000017;0;2;0;3
ligand36714-0;2.8664900000000006;1;2;0;4
ligand36715-0;0.39067999999999997;0;0;0;6
ligand36716-0;1.9715899999999997;1;0;0;4
ligand36717-0;1.2882;0;1;0;1
ligand36718-0;5.490800000000002;0;3;0;1
