name;logp;n_aliphatic_rings;n_aromatic_rings;n_saturated_rings;n_rotatable_bonds
ligand8432-0;1.2886000000000002;0;2;0;4
ligand8433-0;6.687790000000006;1;4;0;5
ligand8434-0;4.295840000000003;0;3;0;8
ligand8435-0;5.299590000000004;4;2;1;4
ligand8436-0;5.253580000000005;1;1;0;8
ligand8437-0;2.49787;1;1;1;1
ligand8438-0;3.765900000000001;0;4;0;2
ligand8439-0;4.343090000000002;2;1;1;4
ligand8440-0;0.49030000000000007;0;0;0;4
ligand8441-0;5.934380000000004;2;1;0;2
ligand8442-0;2.65782;0;2;0;1
ligand8443-0;2.50462;0;2;0;4
ligand8444-0;2.08669;1;0;0;0
ligand8445-0;1.2748;4;0;4;2
ligand8446-0;0.4804;0;1;0;0
ligand8447-0;7.893190000000006;1;2;1;14
ligand8448-0;4.310300000000001;0;4;0;6
ligand8449-0;1.9474000000000002;0;3;0;2
ligand8450-0;7.622280000000005;4;2;0;4
ligand8451-0;-0.4157;0;0;0;2
ligand8452-0;1.07567;2;0;2;1
ligand8453-0;3.836940000000002;0;3;0;5
ligand8454-0;4.5205800000000025;3;0;1;7
ligand8455-0;3.2758400000000014;0;2;0;3
ligand8456-0;-0.03479999999999994;1;1;0;0
ligand8457-0;2.15241;2;1;1;0
ligand8458-0;1.2036;0;1;0;3
ligand8459-0;0.5403000000000001;0;1;0;2
ligand8460-0;3.5529100000000016;1;1;0;3
ligand8461-0;1.4252999999999998;1;0;0;1
ligand8462-0;5.966900000000003;1;4;0;4
ligand8463-0;3.293400000000002;0;3;0;4
ligand8464-0;1.6710999999999998;0;1;0;1
ligand8465-0;1.38279;0;1;0;6
ligand8466-0;0.7249;0;0;0;2
ligand8467-0;2.1106999999999996;0;2;0;8
ligand8468-0;7.037190000000004;2;0;0;15
ligand8469-0;6.1997700000000036;2;5;0;1
ligand8470-0;6.6825000000000045;1;2;0;11
ligand8471-0;0.5303;0;0;0;2
ligand8472-0;2.2823;0;2;0;3
ligand8473-0;1.6406900000000002;1;0;0;8
ligand8474-0;5.207800000000002;0;3;0;3
ligand8475-0;-0.25671;1;0;1;1
ligand8476-0;2.436300000000001;0;2;0;4
ligand8477-0;3.252770000000001;1;1;0;2
ligand8478-0;1.2789;0;0;0;1
ligand8479-0;5.440240000000004;1;2;1;6
ligand8480-0;4.880980000000004;2;2;1;4
ligand8481-0;2.2248;1;0;0;0
ligand8482-0;5.477200000000003;0;4;0;12
ligand8483-0;-2.2462;0;0;0;8
ligand8484-0;0.8113899999999998;4;0;4;6
ligand8485-0;2.989580000000002;1;2;0;4
ligand8486-0;0.49970000000000003;0;0;0;8
ligand8487-0;2.02325;1;1;1;5
ligand8488-0;2.3488999999999995;0;3;0;4
ligand8489-0;1.19629;0;0;0;8
ligand8490-0;3.9663900000000023;1;1;0;4
ligand8491-0;3.813010000000002;1;2;0;3
ligand8492-0;4.435090000000002;0;0;0;21
ligand8493-0;0.5463899999999999;1;0;1;0
ligand8494-0;1.24319;1;0;0;2
ligand8495-0;4.207890000000003;1;3;0;3
ligand8496-0;8.442780000000003;4;1;1;10
ligand8497-0;2.7646900000000008;1;1;0;2
ligand8498-0;5.766000000000003;0;6;0;0
ligand8499-0;2.8408000000000007;0;2;0;4
ligand8500-0;6.993100000000005;0;4;0;11
ligand8501-0;3.008000000000001;0;3;0;3
ligand8502-0;2.0937899999999994;1;2;0;2
ligand8503-0;2.07489;2;1;0;2
ligand8504-0;4.922490000000004;1;0;0;16
ligand8505-0;1.5675;0;1;0;2
ligand8506-0;5.456780000000003;2;4;0;4
ligand8507-0;0.61349;1;0;0;1
ligand8508-0;2.46159;1;1;0;4
ligand8509-0;2.1413900000000003;0;1;0;3
ligand8510-0;0.06457000000000007;0;0;0;4
ligand8511-0;-1.5784099999999992;1;1;0;6
ligand8512-0;2.7904400000000003;0;1;0;6
ligand8513-0;4.5530000000000035;0;4;0;6
ligand8514-0;0.72889;1;0;0;4
ligand8515-0;3.5294000000000016;4;1;4;5
ligand8516-0;-1.3346000000000005;0;1;0;3
ligand8517-0;1.49149;0;0;0;6
ligand8518-0;1.7747199999999999;0;2;0;5
ligand8519-0;1.82499;1;1;0;3
ligand8520-0;2.790890000000001;4;0;4;0
ligand8521-0;7.323560000000005;5;3;0;3
ligand8522-0;0.46779000000000026;1;0;0;1
ligand8523-0;2.896200000000001;3;1;3;1
ligand8524-0;4.7688000000000015;1;2;0;0
ligand8525-0;4.140120000000001;2;2;0;6
ligand8526-0;3.7057500000000028;1;2;1;6
ligand8527-0;3.4117000000000006;0;3;0;10
ligand8528-0;5.033500000000004;0;2;0;8
ligand8529-0;1.89869;0;0;0;0
ligand8529-1;1.89869;0;0;0;0
ligand8530-0;4.276860000000001;0;2;0;6
ligand8531-0;1.2084899999999998;0;1;0;7
ligand8532-0;2.3269800000000007;1;1;0;6
ligand8533-0;1.558;3;0;2;3
ligand8534-0;3.7726900000000017;2;0;1;12
ligand8535-0;4.3244000000000025;1;3;0;6
ligand8536-0;4.554400000000004;0;3;0;3
ligand8537-0;3.1959500000000016;1;2;0;5
ligand8538-0;1.14889;0;0;0;6
ligand8539-0;2.1491999999999996;0;2;0;1
ligand8540-0;2.45892;0;1;0;5
ligand8541-0;2.7266000000000004;0;2;0;6
ligand8542-0;2.57329;0;1;0;3
ligand8543-0;-1.01731;1;0;0;1
ligand8544-0;5.025190000000003;1;2;0;1
ligand8545-0;5.1598400000000035;0;2;0;4
ligand8546-0;2.697400000000001;0;3;0;2
ligand8547-0;-0.6494000000000002;1;0;0;2
ligand8548-0;2.3993;0;2;0;4
ligand8549-0;-0.1273000000000003;1;0;1;4
ligand8550-0;4.292800000000003;3;2;2;4
ligand8551-0;5.987090000000004;1;1;1;11
ligand8552-0;3.157000000000001;0;1;0;5
ligand8553-0;2.0833899999999996;1;2;0;1
ligand8554-0;0.87219;1;1;0;4
ligand8555-0;5.32058000000001;0;4;0;17
ligand8556-0;5.537090000000007;1;4;0;8
ligand8557-0;6.526090000000005;2;3;0;6
ligand8558-0;4.746490000000004;0;2;0;10
ligand8559-0;2.1625599999999996;0;0;0;3
ligand8560-0;2.7896600000000014;1;0;0;1
ligand8561-0;2.4662000000000006;0;2;0;13
ligand8562-0;1.1876999999999998;0;1;0;8
ligand8563-0;3.0692900000000014;1;2;0;6
ligand8564-0;4.610440000000002;0;2;0;4
ligand8565-0;1.6094;0;1;0;6
ligand8566-0;1.9578999999999998;0;1;0;3
ligand8567-0;5.315980000000003;2;2;2;3
ligand8568-0;6.208780000000004;2;3;1;3
ligand8569-0;0.4348700000000001;3;0;0;12
ligand8570-0;5.760400000000005;0;4;0;9
ligand8571-0;2.0293100000000006;1;1;0;5
ligand8572-0;2.0763999999999996;0;2;0;4
ligand8573-0;2.2039;0;2;0;4
ligand8574-0;3.8808000000000034;1;3;1;9
ligand8575-0;7.859980000000007;0;6;0;15
ligand8576-0;3.223490000000001;1;0;1;7
ligand8577-0;-1.2145999999999983;1;0;1;0
ligand8578-0;7.511900000000004;0;4;0;12
ligand8579-0;4.033080000000001;0;1;0;4
ligand8580-0;1.5341999999999998;0;1;0;6
ligand8581-0;3.6172900000000023;1;1;0;7
ligand8582-0;3.1994000000000016;0;2;0;17
ligand8583-0;3.451100000000001;0;2;0;5
ligand8584-0;3.589600000000001;0;2;0;4
ligand8585-0;4.399900000000002;0;3;0;6
ligand8586-0;5.833620000000006;2;1;2;7
ligand8587-0;4.146240000000002;0;2;0;11
ligand8588-0;1.54879;1;0;0;1
ligand8589-0;1.0344699999999996;0;2;0;1
ligand8590-0;3.797380000000002;0;0;0;1
ligand8591-0;6.476100000000004;0;1;0;1
ligand8592-0;1.1161999999999999;0;1;0;5
ligand8593-0;3.7996000000000025;0;1;0;1
ligand8594-0;2.0252;0;0;0;11
ligand8595-0;3.6239800000000013;1;0;0;6
ligand8596-0;4.105200000000002;0;3;0;2
ligand8597-0;3.803390000000002;1;1;0;5
ligand8598-0;1.7286;0;1;0;6
ligand8599-0;3.1674900000000017;1;1;0;5
ligand8600-0;3.385620000000002;0;2;0;5
ligand8601-0;4.535800000000001;0;4;0;3
ligand8602-0;2.7502899999999997;1;1;0;4
ligand8603-0;3.5515900000000027;1;2;0;3
ligand8604-0;1.3767899999999995;0;1;0;5
ligand8605-0;4.408240000000003;0;2;0;5
ligand8606-0;3.7256000000000027;0;0;0;12
ligand8607-0;4.609990000000003;1;3;0;3
ligand8608-0;0.84429;1;0;0;1
ligand8609-0;6.602800000000008;0;6;0;6
ligand8610-0;14.109999999999983;0;10;0;5
ligand8611-0;-2.5811999999999964;0;0;0;11
ligand8612-0;5.321120000000005;0;3;0;15
ligand8613-0;2.787390000000001;0;1;0;7
ligand8614-0;-1.8403;0;0;0;6
ligand8615-0;1.0321900000000002;0;1;0;2
ligand8616-0;4.681900000000002;0;1;0;2
ligand8617-0;2.4082800000000004;2;1;1;1
ligand8618-0;3.9231000000000016;1;2;1;5
ligand8619-0;2.8081000000000005;0;2;0;7
ligand8620-0;3.1766000000000005;0;1;0;2
ligand8621-0;2.4368;0;3;0;3
ligand8622-0;6.572860000000005;0;5;0;10
ligand8623-0;7.749090000000006;0;2;0;18
ligand8624-0;1.66079;2;0;0;2
ligand8625-0;10.248089999999996;0;3;0;17
ligand8626-0;1.67598;1;0;0;6
ligand8627-0;1.4208;1;0;1;6
ligand8628-0;1.2695999999999998;2;1;2;6
ligand8629-0;2.0147;1;1;1;5
ligand8630-0;6.737700000000006;0;4;0;8
ligand8631-0;3.1750000000000016;0;2;0;6
ligand8632-0;4.897200000000003;0;3;0;9
ligand8633-0;5.420700000000006;0;4;0;11
ligand8634-0;5.121190000000002;1;2;0;3
ligand8635-0;3.567300000000002;0;3;0;6
ligand8636-0;2.419900000000001;0;1;0;2
ligand8637-0;1.3398999999999994;0;2;0;1
ligand8638-0;7.198390000000006;1;0;0;20
ligand8639-0;2.6914000000000007;0;2;0;11
ligand8640-0;4.398800000000002;0;5;0;2
ligand8641-0;2.999200000000001;0;2;0;4
ligand8642-0;4.617500000000002;0;3;0;5
ligand8643-0;9.498899999999999;0;3;0;18
ligand8644-0;1.54719;1;1;0;3
ligand8645-0;5.477700000000004;0;2;0;11
ligand8646-0;0.16690000000000005;1;0;0;2
ligand8647-0;3.899200000000002;0;2;0;14
ligand8648-0;3.7068999999999996;0;2;0;2
ligand8649-0;2.86099;1;2;0;4
ligand8650-0;3.102800000000001;0;4;0;6
ligand8651-0;1.90834;0;2;0;3
ligand8652-0;3.4284000000000017;1;2;0;8
ligand8653-0;2.6267900000000015;3;0;0;6
ligand8654-0;5.797800000000004;0;4;0;7
ligand8655-0;1.73289;2;1;1;5
ligand8656-0;6.282500000000007;2;4;2;8
ligand8657-0;6.589900000000006;1;0;1;13
ligand8658-0;3.001690000000001;0;2;0;4
ligand8659-0;3.8725900000000024;0;3;0;6
ligand8660-0;1.1443999999999999;0;1;0;1
ligand8661-0;4.549100000000003;0;6;0;9
ligand8662-0;6.041000000000005;0;2;0;10
ligand8663-0;1.5076;0;1;0;10
ligand8664-0;3.3978100000000007;1;1;0;3
ligand8665-0;3.3558;0;1;0;0
ligand8666-0;1.7987000000000002;0;1;0;2
ligand8667-0;0.9022900000000003;1;2;0;2
ligand8668-0;-0.6899200000000001;0;0;0;6
ligand8669-0;2.2734900000000007;1;1;0;2
ligand8670-0;2.693600000000001;0;1;0;0
ligand8671-0;1.9222;1;0;1;6
ligand8672-0;0.5908799999999998;2;0;0;3
ligand8673-0;1.8898899999999998;1;2;0;2
ligand8674-0;1.1764999999999997;0;0;0;9
ligand8675-0;4.572630000000002;1;1;0;7
ligand8676-0;8.011840000000005;0;3;0;4
ligand8677-0;3.4711000000000007;0;0;0;8
ligand8678-0;2.1086;0;2;0;5
ligand8679-0;5.898280000000003;2;0;0;10
ligand8680-0;5.497340000000005;0;3;0;7
ligand8681-0;1.3;0;0;0;0
ligand8682-0;2.4431000000000003;1;1;1;2
ligand8683-0;3.267190000000001;0;2;0;7
ligand8684-0;1.22429;2;0;0;1
ligand8685-0;3.737000000000002;1;2;0;3
ligand8686-0;1.4732;0;2;0;0
ligand8687-0;3.354490000000001;0;2;0;4
ligand8688-0;4.789400000000003;0;4;0;7
ligand8689-0;1.9310899999999998;0;1;0;6
ligand8690-0;1.845200000000001;0;2;0;7
ligand8691-0;2.9324900000000005;0;2;0;1
ligand8692-0;0.1712999999999999;0;3;0;7
ligand8693-0;2.9216000000000006;0;0;0;6
ligand8694-0;1.9110800000000001;1;0;0;2
ligand8695-0;1.3342999999999998;0;2;0;0
ligand8696-0;2.3449;0;0;0;12
ligand8697-0;-2.0161999999999995;1;0;1;5
ligand8698-0;3.6081000000000016;1;1;1;2
ligand8699-0;3.5551000000000013;0;4;0;2
ligand8700-0;1.25724;0;1;0;4
ligand8701-0;2.9842000000000004;0;2;0;2
ligand8702-0;1.7033899999999997;0;1;0;2
ligand8703-0;1.9412;0;2;0;5
ligand8704-0;7.234590000000008;1;0;0;8
ligand8705-0;3.5885000000000025;0;2;0;3
ligand8706-0;3.3663900000000018;3;0;0;0
ligand8707-0;2.6587000000000005;0;3;0;6
ligand8708-0;3.1533000000000015;2;1;2;13
ligand8709-0;3.859300000000001;0;4;0;2
ligand8710-0;2.74;0;3;0;4
ligand8711-0;1.5001;0;1;0;7
ligand8712-0;2.3130900000000008;0;0;0;4
ligand8712-1;2.3130900000000008;0;0;0;4
ligand8713-0;9.092590000000001;1;0;0;4
ligand8714-0;2.7113900000000006;3;0;3;12
ligand8715-0;6.147280000000004;0;3;0;7
ligand8716-0;7.320300000000007;2;3;2;8
ligand8717-0;0.12691999999999998;0;1;0;5
ligand8718-0;3.9706800000000024;1;1;0;7
ligand8719-0;5.808400000000005;0;4;0;8
ligand8720-0;4.766820000000003;1;2;0;3
ligand8721-0;0.026999999999999913;0;1;0;3
ligand8722-0;2.4649900000000002;1;0;1;0
ligand8723-0;2.62948;2;2;1;5
ligand8724-0;2.0416999999999996;0;0;0;8
ligand8725-0;-0.5363999999999991;1;2;1;10
ligand8726-0;2.4523;1;3;0;1
ligand8727-0;1.96289;2;1;2;2
ligand8728-0;1.68356;1;0;0;1
ligand8729-0;5.327200000000006;0;2;0;13
ligand8730-0;-0.9077999999999999;0;0;0;0
ligand8731-0;3.1184200000000013;0;1;0;4
ligand8732-0;0.7815999999999999;0;3;0;4
ligand8733-0;4.046290000000003;1;1;0;5
ligand8734-0;1.1969999999999998;1;3;0;3
ligand8735-0;3.308790000000001;1;0;0;8
ligand8736-0;3.3899100000000004;1;2;0;2
ligand8737-0;4.38458;0;0;0;5
ligand8738-0;3.337580000000001;1;2;0;5
ligand8739-0;1.7125;1;2;0;1
ligand8740-0;0.5047999999999999;0;0;0;0
ligand8741-0;0.3859999999999999;0;0;0;0
ligand8742-0;0.6235999999999999;0;0;0;0
ligand8743-0;3.803490000000002;0;2;0;5
ligand8744-0;3.9483900000000007;0;2;0;5
ligand8745-0;4.2650000000000015;0;5;0;2
ligand8746-0;2.0665;0;0;0;6
ligand8747-0;4.547050000000003;3;2;0;12
ligand8748-0;1.9607999999999997;0;2;0;1
ligand8749-0;2.2498000000000005;1;0;1;8
ligand8750-0;6.157000000000003;0;6;0;2
ligand8751-0;2.876590000000001;2;0;0;9
ligand8752-0;0.7855899999999999;0;0;0;8
ligand8753-0;2.1926000000000014;0;2;0;11
ligand8754-0;9.949399999999994;9;2;8;5
ligand8755-0;2.0431;0;1;0;5
ligand8756-0;3.9400900000000014;1;3;0;7
ligand8757-0;0.73817;1;0;0;0
ligand8758-0;1.6401999999999999;0;2;0;3
ligand8759-0;0.75419;1;0;1;1
ligand8760-0;3.8800000000000017;2;1;1;6
ligand8761-0;4.974500000000003;0;2;0;3
ligand8762-0;7.774590000000007;1;2;0;16
ligand8763-0;7.781800000000005;0;5;0;4
ligand8764-0;4.169290000000003;1;1;0;11
ligand8765-0;1.3334000000000001;1;1;0;1
ligand8766-0;2.06837;2;0;0;7
ligand8767-0;2.5543900000000006;0;1;0;7
ligand8768-0;7.699400000000006;5;3;0;3
ligand8769-0;2.9569;0;3;0;2
ligand8770-0;4.454100000000002;8;0;8;0
ligand8771-0;0.5594999999999997;0;1;0;10
ligand8772-0;5.114080000000004;2;2;0;10
ligand8773-0;3.4620000000000024;0;3;0;7
ligand8774-0;1.6564999999999996;0;1;0;7
ligand8775-0;1.0546;0;1;0;2
ligand8776-0;4.217090000000002;2;2;1;2
ligand8777-0;2.626300000000001;0;2;0;7
ligand8778-0;5.095500000000002;0;0;0;9
ligand8779-0;7.066670000000006;4;0;0;17
ligand8780-0;1.5328;1;0;1;0
ligand8781-0;1.6963899999999998;1;0;1;2
ligand8782-0;1.6751900000000002;0;0;0;2
ligand8783-0;6.650170000000005;3;0;0;16
ligand8784-0;1.78682;0;1;0;11
ligand8785-0;2.82359;1;1;0;4
ligand8786-0;0.41199999999999987;1;0;1;0
ligand8787-0;6.437210000000006;1;3;0;10
ligand8788-0;2.1004;0;1;0;0
ligand8789-0;1.4869899999999998;0;1;0;3
ligand8790-0;2.3011999999999997;0;4;0;1
ligand8791-0;5.972700000000006;0;4;0;7
ligand8792-0;2.4447;0;3;0;1
ligand8793-0;4.8785000000000025;0;2;0;2
ligand8794-0;6.0949700000000036;2;2;0;6
ligand8795-0;5.133400000000005;0;4;0;7
ligand8796-0;5.802490000000004;1;1;0;10
ligand8797-0;4.761000000000002;1;1;1;1
ligand8798-0;2.2039;0;1;0;4
ligand8799-0;2.4646800000000004;2;1;1;4
ligand8800-0;4.869100000000004;0;3;0;5
ligand8801-0;4.913490000000003;1;1;0;9
ligand8802-0;1.7690399999999997;0;1;0;8
ligand8803-0;3.4476000000000004;0;1;0;1
ligand8804-0;1.0222200000000001;0;1;0;2
ligand8805-0;1.0222200000000001;0;1;0;2
ligand8806-0;4.885800000000004;0;2;0;11
ligand8807-0;2.655990000000001;0;1;0;5
ligand8808-0;4.863400000000003;0;3;0;21
ligand8809-0;-0.2208;0;0;0;5
ligand8810-0;4.118800000000002;0;2;0;5
ligand8811-0;2.192;0;2;0;1
ligand8812-0;4.237690000000002;1;1;1;9
ligand8813-0;2.612590000000001;2;0;0;0
ligand8814-0;3.9236900000000023;1;0;0;9
ligand8815-0;1.3924199999999998;0;2;0;4
ligand8816-0;4.784900000000004;0;1;0;2
ligand8817-0;3.1408000000000005;0;2;0;4
ligand8818-0;5.7219900000000035;0;3;0;9
ligand8819-0;2.9646;0;2;0;3
ligand8820-0;0.9874;0;1;0;2
ligand8821-0;4.407690000000002;5;0;4;4
ligand8822-0;2.51682;0;2;0;3
ligand8823-0;2.7348;0;3;0;1
ligand8824-0;2.3315;1;1;0;1
ligand8825-0;1.8105999999999998;0;0;0;4
ligand8826-0;1.9343899999999996;1;1;0;2
ligand8827-0;3.267190000000001;1;0;0;5
ligand8828-0;2.469400000000001;0;0;0;7
ligand8829-0;2.2293900000000004;1;1;0;9
ligand8830-0;9.491800000000003;7;2;1;2
ligand8831-0;2.714500000000001;1;3;0;5
ligand8832-0;2.8858900000000016;1;2;0;4
ligand8833-0;6.828990000000005;4;3;1;6
ligand8834-0;3.1230400000000014;0;3;0;3
ligand8835-0;2.2239999999999998;0;2;0;4
ligand8836-0;2.6813900000000004;0;1;0;4
ligand8837-0;6.780380000000005;8;0;6;7
ligand8838-0;7.267000000000008;0;5;0;8
ligand8839-0;4.878520000000004;0;3;0;8
ligand8839-1;4.878520000000004;0;3;0;8
ligand8840-0;2.4125000000000005;0;3;0;7
ligand8841-0;5.3666200000000055;3;1;0;10
ligand8842-0;5.636690000000006;1;3;0;6
ligand8843-0;-0.8042;0;0;0;1
ligand8844-0;-0.8042;0;0;0;1
ligand8845-0;8.781100000000002;1;2;1;4
ligand8846-0;1.0736999999999997;0;1;0;3
ligand8847-0;1.792;0;2;0;3
ligand8848-0;0.7378899999999999;2;1;0;0
ligand8849-0;-0.2007;0;0;0;3
ligand8850-0;7.517600000000005;0;2;0;16
ligand8851-0;1.40358;0;1;0;1
ligand8852-0;4.257200000000001;0;4;0;1
ligand8853-0;4.0390900000000025;3;1;1;4
ligand8854-0;0.05069999999999991;0;0;0;3
ligand8855-0;0.05069999999999997;0;0;0;3
ligand8856-0;5.625600000000005;0;2;0;2
ligand8857-0;0.8883599999999999;0;0;0;7
ligand8858-0;5.5484000000000036;1;3;1;9
ligand8859-0;2.4472400000000007;0;1;0;2
ligand8860-0;2.9338900000000008;1;1;0;5
ligand8861-0;3.3716000000000004;0;2;0;3
ligand8862-0;1.4664799999999998;0;1;0;1
ligand8863-0;1.04089;1;0;0;1
ligand8864-0;4.978810000000004;0;1;0;3
ligand8865-0;6.5703800000000046;2;4;0;5
ligand8866-0;0.9659999999999997;2;2;0;5
ligand8867-0;2.969290000000001;0;2;0;1
ligand8868-0;3.2731000000000012;0;2;0;2
ligand8869-0;4.512890000000003;0;2;0;8
ligand8870-0;4.221790000000003;3;1;1;9
ligand8871-0;2.1243499999999997;1;2;0;5
ligand8872-0;4.357240000000002;2;3;1;5
ligand8873-0;0.08559999999999973;1;0;1;1
ligand8874-0;-0.8985000000000001;0;0;0;0
ligand8875-0;6.618890000000007;2;5;0;8
ligand8876-0;1.3452899999999999;0;1;0;13
ligand8877-0;3.618100000000002;0;2;0;8
ligand8878-0;4.231900000000004;0;1;0;10
ligand8879-0;3.144490000000002;0;1;0;8
ligand8880-0;6.064320000000004;1;2;0;3
ligand8881-0;3.7822000000000005;1;2;0;0
ligand8882-0;3.050490000000001;0;1;0;5
ligand8883-0;7.2038000000000055;1;6;0;5
ligand8884-0;9.18829;1;2;0;16
ligand8885-0;5.414000000000005;1;0;1;10
ligand8886-0;3.7770800000000007;0;4;0;16
ligand8887-0;6.593500000000007;0;6;0;7
ligand8888-0;5.994300000000004;3;2;1;6
ligand8889-0;1.38;1;1;0;0
ligand8890-0;4.063200000000002;0;2;0;9
ligand8891-0;6.8564800000000075;0;4;0;7
ligand8892-0;2.5835999999999997;1;0;1;0
ligand8892-1;2.5835999999999997;1;0;1;0
ligand8893-0;-0.45210000000000017;1;0;1;1
ligand8894-0;2.1382000000000003;0;2;0;4
ligand8895-0;9.5266;1;2;0;4
ligand8896-0;5.096100000000003;0;2;0;4
ligand8897-0;4.867390000000003;1;1;0;10
ligand8898-0;1.3005900000000001;0;0;0;4
ligand8899-0;1.50019;2;1;0;0
ligand8900-0;5.325460000000004;3;0;0;3
ligand8901-0;4.475900000000003;0;2;0;4
ligand8902-0;11.262999999999991;0;7;0;8
ligand8903-0;3.5890900000000023;1;0;0;10
ligand8904-0;4.020800000000003;1;3;0;4
ligand8905-0;1.5668799999999996;0;1;0;2
ligand8906-0;1.7742999999999998;0;1;0;8
ligand8907-0;2.4932800000000004;3;2;3;8
ligand8908-0;5.258000000000004;1;4;1;12
ligand8909-0;3.072000000000002;2;1;2;6
ligand8910-0;2.0081999999999995;1;2;0;5
ligand8911-0;4.9159400000000035;0;3;0;9
ligand8912-0;3.396200000000001;0;2;0;0
ligand8913-0;-0.30289999999999995;1;0;1;2
ligand8914-0;4.299170000000004;3;0;2;7
ligand8915-0;3.718500000000001;1;1;1;2
ligand8916-0;3.277300000000002;0;2;0;4
ligand8917-0;1.2797999999999998;0;1;0;3
ligand8918-0;4.769600000000004;1;4;1;5
ligand8919-0;6.197850000000004;1;4;0;11
ligand8920-0;0.36300000000000004;0;0;0;13
ligand8921-0;3.0936399999999997;0;1;0;3
ligand8922-0;1.1803899999999998;1;0;0;1
ligand8923-0;2.4988900000000003;1;2;0;5
ligand8924-0;3.3903000000000008;0;3;0;2
ligand8925-0;8.838470000000004;4;5;0;5
ligand8926-0;6.376000000000004;0;3;0;8
ligand8927-0;1.1724199999999996;0;1;0;3
ligand8928-0;4.923990000000003;0;2;0;6
ligand8929-0;4.963580000000003;2;4;0;8
ligand8930-0;2.5091200000000002;0;2;0;4
ligand8931-0;1.49309;0;0;0;5
ligand8932-0;1.91934;0;1;0;5
ligand8933-0;7.793600000000008;0;5;0;9
ligand8934-0;1.9914;0;1;0;0
ligand8935-0;0.50439;2;0;0;0
ligand8936-0;0.7383000000000001;0;1;0;2
ligand8937-0;3.9502000000000033;0;4;0;4
ligand8938-0;0.4876900000000003;1;1;0;6
ligand8939-0;2.6335000000000006;0;2;0;7
ligand8940-0;2.1606999999999994;0;1;0;9
ligand8941-0;2.3884;0;1;0;0
ligand8942-0;2.8874000000000004;0;3;0;6
ligand8943-0;-0.7276;1;1;1;3
ligand8944-0;4.1236900000000025;1;3;0;4
ligand8945-0;5.093290000000003;0;3;0;4
ligand8946-0;3.476110000000001;0;2;0;2
ligand8947-0;2.1622199999999996;0;1;0;3
ligand8948-0;4.687100000000003;0;1;0;10
ligand8949-0;3.399700000000001;0;1;0;8
ligand8950-0;-0.6768900000000002;0;1;0;2
ligand8951-0;5.073590000000003;2;0;1;6
ligand8952-0;3.878800000000002;0;3;0;2
ligand8953-0;1.25724;0;1;0;4
ligand8954-0;3.8200900000000013;2;2;0;3
ligand8955-0;1.8281999999999998;5;0;5;0
ligand8956-0;2.84049;0;0;0;0
ligand8956-1;2.84049;0;0;0;0
ligand8957-0;0.9974900000000002;2;1;0;4
ligand8958-0;0.8708899999999997;1;1;1;1
ligand8959-0;3.3907000000000016;0;4;0;6
ligand8960-0;8.338300000000002;0;3;0;3
ligand8961-0;6.1068000000000024;0;4;0;3
ligand8962-0;6.464210000000006;1;2;0;8
ligand8963-0;0.21510000000000007;1;1;0;2
ligand8964-0;0.21509999999999987;1;1;0;2
ligand8965-0;1.5869999999999997;0;2;0;1
ligand8966-0;4.607600000000003;0;2;0;17
ligand8967-0;4.463500000000003;2;2;1;4
ligand8968-0;2.68589;0;2;0;1
ligand8969-0;2.6699900000000003;1;0;0;3
ligand8970-0;2.542390000000001;1;0;0;6
ligand8971-0;4.220520000000002;0;4;0;3
ligand8972-0;2.9381900000000005;1;1;0;4
ligand8973-0;-0.5763;0;0;0;0
ligand8974-0;5.6434000000000015;0;1;0;5
ligand8975-0;1.6951999999999998;0;1;0;2
ligand8976-0;1.80517;1;0;0;1
ligand8977-0;2.00816;2;0;2;4
ligand8978-0;5.636980000000004;4;1;0;7
ligand8979-0;4.589790000000004;0;1;0;11
ligand8980-0;6.544890000000007;0;4;0;6
ligand8981-0;5.972700000000004;0;4;0;7
ligand8982-0;7.384520000000005;0;6;0;12
ligand8983-0;2.714200000000001;0;2;0;4
ligand8984-0;-0.06999999999999995;0;0;0;6
ligand8985-0;3.2219000000000015;0;0;0;9
ligand8986-0;2.39179;0;0;0;4
ligand8987-0;5.079000000000004;0;4;0;8
ligand8988-0;1.7693999999999996;0;0;0;15
ligand8989-0;2.9232900000000006;1;0;0;0
ligand8990-0;5.669030000000004;1;3;0;8
ligand8991-0;3.133400000000001;1;1;1;3
ligand8992-0;0.85559;1;1;0;1
ligand8993-0;2.7394000000000007;0;1;0;8
ligand8994-0;3.9570000000000016;0;2;0;6
ligand8995-0;7.222000000000006;5;0;0;12
ligand8996-0;2.9439900000000003;1;2;0;4
ligand8997-0;1.5651;0;1;0;4
ligand8998-0;0.5827999999999999;0;1;0;3
ligand8999-0;4.209900000000001;0;2;0;8
ligand9000-0;1.6093100000000002;1;1;0;3
ligand9001-0;2.5842100000000006;1;1;0;6
ligand9002-0;5.164900000000003;0;4;0;1
ligand9003-0;1.98277;1;0;1;9
ligand9004-0;1.6678000000000002;0;1;0;4
ligand9005-0;2.6193600000000004;1;1;0;4
ligand9006-0;4.292160000000003;2;0;1;6
ligand9007-0;8.382720000000003;0;3;0;9
ligand9008-0;1.6716999999999997;0;1;0;6
ligand9009-0;2.5860900000000004;2;0;0;2
ligand9010-0;2.2908;0;1;0;0
ligand9011-0;7.170920000000006;0;3;0;12
